id,session_num,time_clip,time,place,place_raw,scale,scale_order
240,2,1:12:02,1900-01-01 02:35:04,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
241,2,1:12:04,1900-01-01 02:35:06,"Institut George Marc, Port-au-Prince, Haiti",Institut George Marc; Port-au-Prince; Haiti,very local,2
242,2,1:12:05,1900-01-01 02:35:07,"College Fernand Prosper, Port-au-Prince, Haiti",College Fernand Prosper; Port-au-Prince; Haiti,very local,2
243,2,1:13:46,1900-01-01 02:36:48,Haiti,Haiti,country,6
244,2,1:14:13,1900-01-01 02:37:15,Haiti,Haiti,country,6
245,2,1:15:41,1900-01-01 02:38:43,Haiti,Haiti,country,6
246,2,1:16:03,1900-01-01 02:39:05,France,France,country,6
247,2,1:17:46,1900-01-01 02:40:48,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,country,6
248,2,1:17:49,1900-01-01 02:40:51,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,country,6
249,2,1:18:42,1900-01-01 02:41:44,Haiti,Haiti,country,6
250,2,1:19:05,1900-01-01 02:42:07,Haiti,Haiti,country,6
251,2,1:21:02,1900-01-01 02:44:04,Cuba,Cuba,country,6
252,2,1:22:39,1900-01-01 02:45:41,Haiti,Haiti,country,6
253,2,1:24:18,1900-01-01 02:47:20,"Fort-Dimanche, Port-au-Prince, Haiti",Fort-Dimanche; Haiti,very local,2
254,2,1:24:19,1900-01-01 02:47:21,"Fort-Dimanche, Port-au-Prince, Haiti",Fort-Dimanche; Haiti,very local,2
255,2,1:25:02,1900-01-01 02:48:04,"Fort-Dimanche, Port-au-Prince, Haiti",Fort-Dimanche; Haiti,very local,2
256,2,1:25:55,1900-01-01 02:48:57,"Pétionville, Haiti",Pétionville; Haiti,local,3
257,2,1:26:04,1900-01-01 02:49:06,"Pétionville, Haiti",Pétionville; Haiti,local,3
258,2,1:26:09,1900-01-01 02:49:11,"Pétionville, Haiti",Pétionville; Haiti,local,3
259,2,1:26:15,1900-01-01 02:49:17,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
260,2,1:26:28,1900-01-01 02:49:30,"Institut George Marc, Port-au-Prince, Haiti",Institut George Marc; Port-au-Prince; Haiti,very local,2
261,2,1:26:38,1900-01-01 02:49:40,"Pétionville, Haiti",Pétionville; Haiti,local,3
