id,session_num,su_num,time_clip_start,time_clip_end,time_start,time_end,place,place_raw,scale,journey,scale_order
129,1.0,128.0,null,null,1900-01-01 02:05:29,1900-01-01 02:07:40,"Southern Province, Rwanda","Southern Province, Rwanda",region,null,5
130,1.0,129.0,null,null,1900-01-01 02:07:40,1900-01-01 02:07:48,_end,none,null,null,8
131,1.0,130.0,null,null,1900-01-01 02:07:48,1900-01-01 02:10:49,"Southern Province, Rwanda","Southern Province, Rwanda",region,null,5
132,1.0,131.0,null,null,1900-01-01 02:10:49,1900-01-01 02:11:00,Rwanda,Rwanda,country,null,6
133,1.0,132.0,null,null,1900-01-01 02:11:00,1900-01-01 02:13:45,"Montreal, Canada","Montreal, Canada",city / area,null,4
134,1.0,133.0,null,null,1900-01-01 02:13:45,1900-01-01 02:14:00,Canada,Canada,country,null,6
135,1.0,134.0,null,null,1900-01-01 02:14:00,1900-01-01 02:19:21,Canada,Canada,country,null,6
136,1.0,135.0,null,null,1900-01-01 02:19:21,1900-01-01 02:19:33,"Montreal, Canada","Montreal, Canada",city / area,null,4
137,1.0,136.0,null,null,1900-01-01 02:19:33,1900-01-01 02:21:27,"Montreal, Canada","Montreal, Canada",city / area,null,4
138,1.0,137.0,null,null,1900-01-01 02:21:27,1900-01-01 02:21:35,Canada,Canada,country,null,6
139,1.0,138.0,null,null,1900-01-01 02:21:35,1900-01-01 02:25:32,Canada,Canada,country,null,6
140,1.0,139.0,null,null,1900-01-01 02:25:32,1900-01-01 02:27:05,"Henri-Bourassa, Montreal, Canada","Henri-Bourassa, Montreal, Canada",local,null,3
141,1.0,140.0,null,null,1900-01-01 02:27:05,1900-01-01 02:28:40,"Montreal, Canada","Montreal, Canada",city / area,null,4
142,1.0,141.0,null,null,1900-01-01 02:28:40,1900-01-01 02:29:05,"Université de Montréal, Montreal, Canada","Université de Montréal, Montreal, Canada",very local,null,2
143,1.0,142.0,null,null,1900-01-01 02:29:05,1900-01-01 02:29:30,"Montreal, Canada","Montreal, Canada",city / area,null,4
144,1.0,143.0,null,null,1900-01-01 02:29:30,1900-01-01 02:29:46,_end,none,null,null,8
145,1.0,144.0,null,null,1900-01-01 02:29:46,1900-01-01 02:30:39,"Centre de documentation sur l'éducation des adultes et la condition féminine, Montreal, Qc","Centre de documentation sur l'éducation des adultes et la condition féminine, Montreal, Qc",very local,null,2
146,1.0,145.0,null,null,1900-01-01 02:30:39,1900-01-01 02:30:50,"Montreal, Canada","Montreal, Canada",city / area,null,4
147,1.0,146.0,null,null,1900-01-01 02:30:50,1900-01-01 02:33:00,"Montreal, Canada","Montreal, Canada",city / area,null,4
148,1.0,147.0,null,null,1900-01-01 02:33:00,1900-01-01 02:33:10,"Montreal, Canada","Montreal, Canada; Rwanda",city / area,null,4
149,1.0,148.0,null,null,1900-01-01 02:33:10,1900-01-01 02:37:09,Rwanda,Rwanda; Canada,country,null,6
150,1.0,149.0,null,null,1900-01-01 02:37:09,1900-01-01 02:37:22,Rwanda,Rwanda,country,null,6
151,1.0,150.0,null,null,1900-01-01 02:37:22,1900-01-01 02:42:05,Rwanda,Rwanda,country,null,6
152,1.0,151.0,null,null,1900-01-01 02:42:05,1900-01-01 02:42:15,"Montreal, Canada","Montreal, Canada",city / area,null,4
153,1.0,152.0,null,null,1900-01-01 02:42:15,1900-01-01 02:42:50,"Montreal, Canada","Montreal, Canada",city / area,null,4
154,1.0,153.0,null,null,1900-01-01 02:42:50,1900-01-01 02:43:00,"Montreal, Canada",Montreal; Rwanda,city / area,null,4
155,null,null,null,null,1900-01-01 02:42:50,1900-01-01 02:43:00,Rwanda,null,country,null,6
156,1.0,154.0,null,null,1900-01-01 02:43:00,1900-01-01 02:44:51,_end,none,null,null,8
157,1.0,155.0,null,null,1900-01-01 02:44:51,1900-01-01 02:45:10,_end,none,null,null,8
158,1.0,156.0,null,null,1900-01-01 02:45:10,1900-01-01 02:46:25,Rwanda,Rwanda; Bukavu; Bujumbura,country,null,6
159,null,null,null,null,1900-01-01 02:45:10,1900-01-01 02:46:25,"Bukavu, Democratic Republic of Congo",null,city / area,null,4
160,null,null,null,null,1900-01-01 02:45:10,1900-01-01 02:46:25,"Bujumbura, Burundi",null,city / area,null,4
161,1.0,157.0,null,null,1900-01-01 02:46:25,1900-01-01 02:46:47,_end,none,null,null,8
162,1.0,158.0,null,null,1900-01-01 02:46:47,1900-01-01 02:48:50,_end,none,null,null,8
163,1.0,159.0,null,null,1900-01-01 02:48:50,1900-01-01 02:49:00,_end,none,null,null,8
164,1.0,160.0,null,null,1900-01-01 02:49:00,1900-01-01 02:49:28,_end,none,null,null,8
165,1.0,161.0,null,null,1900-01-01 02:49:28,1900-01-01 02:49:40,_end,none,null,null,8
166,1.0,162.0,null,null,1900-01-01 02:49:40,1900-01-01 02:49:50,_end,none,null,null,8
167,1.0,163.0,null,null,1900-01-01 02:49:50,1900-01-01 02:51:21,Rwanda,Rwanda,country,null,6
