id,session_num,su_num,time_clip_start,time_clip_end,time_start,time_end,place,place_raw,scale,journey,scale_order
109,2.0,103.0,0:23:59,0:24:33,1900-01-01 01:47:01,1900-01-01 01:47:35,"Commission des droits de la personne et des droits de la jeunesse, Montreal, Canada",Commission des droits de la personne et des droits de la jeunesse; Montreal; Canada,very local,null,2
110,2.0,104.0,0:24:33,0:24:40,1900-01-01 01:47:35,1900-01-01 01:47:42,_end,none,null,null,8
111,2.0,105.0,0:24:40,0:25:39,1900-01-01 01:47:42,1900-01-01 01:48:41,"Montreal, Canada",Montreal; Canada,city / area,null,4
112,2.0,106.0,0:25:39,0:25:49,1900-01-01 01:48:41,1900-01-01 01:48:51,"Montreal, Canada",Montreal; Canada,city / area,null,4
113,2.0,107.0,0:25:49,0:27:45,1900-01-01 01:48:51,1900-01-01 01:50:47,"Quebec, Canada",Quebec; Canada,region,null,5
114,null,108.0,0:27:45,0:29:03,1900-01-01 01:50:47,1900-01-01 01:52:05,"Quebec, Canada",Quebec; Canada,region,null,5
115,2.0,109.0,0:29:03,0:29:19,1900-01-01 01:52:05,1900-01-01 01:52:21,_end,none,null,null,8
116,2.0,110.0,0:29:19,0:31:04,1900-01-01 01:52:21,1900-01-01 01:54:06,"Montreal, Canada",Montreal; Canada,city / area,null,4
117,2.0,111.0,0:31:04,0:31:16,1900-01-01 01:54:06,1900-01-01 01:54:18,_end,none,null,null,8
118,2.0,112.0,0:31:16,0:34:35,1900-01-01 01:54:18,1900-01-01 01:57:37,"Quebec, Canada",Quebec; Canada,region,null,5
119,2.0,113.0,0:34:35,0:34:39,1900-01-01 01:57:37,1900-01-01 01:57:41,_end,none,null,null,8
120,2.0,114.0,0:34:39,0:35:35,1900-01-01 01:57:41,1900-01-01 01:58:37,"Quebec, Canada",Quebec; Canada,region,null,5
121,2.0,115.0,0:35:35,0:35:39,1900-01-01 01:58:37,1900-01-01 01:58:41,"Quebec, Canada",Quebec; Canada,region,null,5
122,2.0,116.0,0:35:39,0:39:15,1900-01-01 01:58:41,1900-01-01 02:02:17,"Quebec, Canada",Quebec; Haiti,region,null,5
123,null,null,null,null,1900-01-01 01:58:41,1900-01-01 02:02:17,Haiti,null,country,null,6
124,2.0,117.0,0:39:15,0:39:46,1900-01-01 02:02:17,1900-01-01 02:02:48,"Quebec, Canada",Quebec; Canada,region,null,5
125,2.0,118.0,0:39:46,0:41:02,1900-01-01 02:02:48,1900-01-01 02:04:04,"Quebec, Canada",Quebec; Canada,region,null,5
126,2.0,119.0,0:41:02,0:41:16,1900-01-01 02:04:04,1900-01-01 02:04:18,_end,none,null,null,8
127,2.0,120.0,0:41:16,0:42:50,1900-01-01 02:04:18,1900-01-01 02:05:52,"Montreal, Canada",Montreal; Canada,city / area,null,4
128,2.0,121.0,0:42:50,0:42:53,1900-01-01 02:05:52,1900-01-01 02:05:55,_end,none,null,null,8
129,2.0,122.0,0:42:53,0:43:30,1900-01-01 02:05:55,1900-01-01 02:06:32,"Quebec, Canada",Quebec; Canada,region,null,5
130,null,123.0,0:43:30,0:44:15,1900-01-01 02:06:32,1900-01-01 02:07:17,Haiti,Haiti,country,null,6
131,2.0,124.0,0:44:15,0:44:20,1900-01-01 02:07:17,1900-01-01 02:07:22,Haiti,Haiti,country,null,6
