id,session_num,time_clip,time,place,place_raw,scale,scale_order
355,3,0:35:34,1900-01-01 02:05:51,"Notre-Dame-de Grâce, Montreal, Canada",Notre-Dame-de Grâce; Montreal; Canada,local,3
356,3,0:35:41,1900-01-01 02:05:58,"Laval, Canada",Laval; Canada,city / area,4
357,3,0:35:44,1900-01-01 02:06:01,"Laval, Canada",Laval; Canada,city / area,4
358,3,0:35:48,1900-01-01 02:06:05,"South Shore Canal, St-Lambert, Canada",South Shore Canal; St-Lambert; Canada,very local,2
359,3,0:35:55,1900-01-01 02:06:12,"Montreal, Canada",Montreal; Canada,city / area,4
360,3,0:36:14,1900-01-01 02:06:31,"Montreal, Canada",Montreal; Canada,city / area,4
361,3,0:36:27,1900-01-01 02:06:44,"UQAM, Montreal, Canada",UQAM; Montreal; Canada,very local,2
362,3,0:36:32,1900-01-01 02:06:49,"Vieux-Montréal, Montreal, Canada",Vieux-Montréal; Montreal; Canada,local,3
363,3,0:36:34,1900-01-01 02:06:51,"Vieux-Montréal, Montreal, Canada",Vieux-Montréal; Montreal; Canada,local,3
364,3,0:37:09,1900-01-01 02:07:26,"Rue St Denis, Montreal, Canada",Rue St Denis; Montreal; Canada,very local,2
365,3,0:37:10,1900-01-01 02:07:27,"Latin Quarter, Montreal, Canada",Latin Quarter; Montreal; Canada,local,3
366,3,0:37:15,1900-01-01 02:07:32,"Rue Sainte-Catherine, Montreal, Canada",Rue Sainte-Catherine; Montreal; Canada,very local,2
367,3,0:37:18,1900-01-01 02:07:35,"Chemin de la Côte-des-Neiges, Montreal, Canada",Chemin de la Côte-des-Neiges; Montreal; Canada,very local,2
368,3,0:37:20,1900-01-01 02:07:37,"Chemin de la Côte-des-Neiges, Montreal, Canada",Chemin de la Côte-des-Neiges; Montreal; Canada,very local,2
369,3,0:37:24,1900-01-01 02:07:41,"Université de Montréal, Montreal, Canada",Université de Montréal; Montreal; Canada,very local,2
370,3,0:37:31,1900-01-01 02:07:48,"Chemin Queen Mary, Montreal, Canada",Chemin Queen Mary; Montreal; Canada,very local,2
371,3,0:37:32,1900-01-01 02:07:49,"Rue Jean-Brillant, Montreal, Canada",Rue Jean-Brillant; Montreal; Canada,very local,2
372,3,0:37:40,1900-01-01 02:07:57,"Brûlerie St-Denis, Côte-des-Neiges, Montreal, Canada",Brûlerie St-Denis; Côte-des-Neiges; Montreal; Canada,very local,2
373,3,0:37:41,1900-01-01 02:07:58,"Renaud Bray, Côte-des-Neiges, Montreal, Canada",Renaud Bray; Côte-des-Neiges; Montreal; Canada,very local,2
374,3,0:37:44,1900-01-01 02:08:01,"Librairie Olivieri, Montreal, Canada",Librairie Olivieri; Montreal; Canada,very local,2
375,3,0:37:58,1900-01-01 02:08:15,"Brûlerie St-Denis, Côte-des-Neiges, Montreal, Canada",Brûlerie St-Denis; Côte-des-Neiges; Montreal; Canada,very local,2
376,3,0:38:18,1900-01-01 02:08:35,"Chemin de la Côte-des-Neiges, Montreal, Canada",Chemin de la Côte-des-Neiges; Montreal; Canada,very local,2
377,3,0:38:32,1900-01-01 02:08:49,"Librairie Olivieri, Montreal, Canada",Librairie Olivieri; Montreal; Canada,very local,2
378,3,0:39:43,1900-01-01 02:10:00,Latin America,Latin America,continent,7
379,3,0:40:27,1900-01-01 02:10:44,"University of Chile, Santiago, Chile",University of Chile; Santiago; Chile,very local,2
380,3,0:41:02,1900-01-01 02:11:19,Morocco,Marocco,country,6
381,3,0:41:36,1900-01-01 02:11:53,"Quebec, Canada",Quebec; Canada,region,5
382,3,0:41:59,1900-01-01 02:12:16,Chile,Chile,country,6
383,3,0:43:13,1900-01-01 02:13:30,Chile,Chile,country,6
384,3,0:43:22,1900-01-01 02:13:39,"Sorbonne, Paris, France",Sorbonne; Paris; France,very local,2
385,3,0:43:24,1900-01-01 02:13:41,France,France,country,6
386,3,0:43:59,1900-01-01 02:14:16,Caribbean,Caribbean,continent,7
387,3,0:45:23,1900-01-01 02:15:40,"Quebec, Canada",Quebec; Canada,region,5
388,3,0:47:34,1900-01-01 02:17:51,Latin America,Latin America,continent,7
389,3,0:47:56,1900-01-01 02:18:13,Argentina,Argentina,country,6
390,3,0:48:41,1900-01-01 02:18:58,"Montreal, Canada",Montreal; Canada,city / area,4
391,3,0:48:47,1900-01-01 02:19:04,"Conseil des Arts de Montréal, Montreal, Canada",Arts Council; Montreal; Canada,very local,2
392,3,0:48:52,1900-01-01 02:19:09,"Vues D'Afrique, Montreal, Canada",Vues D'Afrique; Montreal; Canada,very local,2
393,3,0:49:02,1900-01-01 02:19:19,Haiti,Haiti,country,6
394,3,0:49:11,1900-01-01 02:19:28,"Montreal, Canada",Montreal; Canada,city / area,4
395,3,0:49:29,1900-01-01 02:19:46,"Montreal, Canada",Montreal; Canada,city / area,4
396,3,0:49:50,1900-01-01 02:20:07,"Conseil Interculturel de Montréal, Montreal, Canada",Conseil Interculturel de Montréal; Montreal; Canada,very local,2
397,3,0:49:52,1900-01-01 02:20:09,"Office de consultation publique de Montréal, Montreal, Canada",Office de consultation publique de Montréal; Montreal; Canada,very local,2
398,3,0:50:00,1900-01-01 02:20:17,"Toronto, Canada",Toronto; Canada,city / area,4
399,3,0:50:02,1900-01-01 02:20:19,"Vancouver, Canada",Vancouver; Canada,city / area,4
400,3,0:50:03,1900-01-01 02:20:20,"Winnipeg, Canada",Winnipeg; Canada,city / area,4
401,3,0:50:10,1900-01-01 02:20:27,Canada,Canada,country,6
402,3,0:50:32,1900-01-01 02:20:49,Haiti,Haiti,country,6
403,3,0:51:22,1900-01-01 02:21:39,Haiti,Haiti,country,6
404,3,0:51:26,1900-01-01 02:21:43,Haiti,Haiti,country,6
405,3,0:51:37,1900-01-01 02:21:54,"Montreal, Canada",Montreal; Canada,city / area,4
406,3,0:51:39,1900-01-01 02:21:56,"Havana, Cuba",Havana; Cuba,city / area,4
407,3,0:51:41,1900-01-01 02:21:58,"Barcelona, Spain",Barcelona; Spain,city / area,4
408,3,0:51:43,1900-01-01 02:22:00,"Paris, France",Paris; France,city / area,4
409,3,0:51:45,1900-01-01 02:22:02,"Espace Marcel Carne, Paris, France",Espace Marcel Carne; Paris; France,very local,2
410,3,0:51:46,1900-01-01 02:22:03,"Musée d'Ethnographie de Genève, Geneva, Switzerland",Musée d'Ethnographie de Genève; Geneva; Switzerland,very local,2
411,3,0:52:04,1900-01-01 02:22:21,Haiti,Haiti,country,6
412,3,0:52:06,1900-01-01 02:22:23,"Croix-des-Bouquets, Haiti",Croix-des-Bouquets; Haiti,city / area,4
413,3,0:52:07,1900-01-01 02:22:24,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
414,3,0:52:17,1900-01-01 02:22:34,"Concordia University, Montreal, Canada",Concordia University; Montreal; Canada,very local,2
415,3,0:52:19,1900-01-01 02:22:36,Haiti,Haiti,country,6
416,3,0:52:22,1900-01-01 02:22:39,"Bibliothèque et archives nationales du Québec, Montreal, Canada",Bibliothèque et archives nationales du Québec; Montreal; Canada,very local,2
417,3,0:54:35,1900-01-01 02:24:52,Venezuela,Venezuela,country,6
418,3,0:54:38,1900-01-01 02:24:55,Puerto Rico,Puerto Rico,country,6
419,3,0:54:39,1900-01-01 02:24:56,Cuba,Cuba,country,6
420,3,0:54:40,1900-01-01 02:24:57,Dominican Republic,Dominican Republic,country,6
421,3,0:54:41,1900-01-01 02:24:58,Haiti,Haiti,country,6
422,3,0:54:42,1900-01-01 02:24:59,France,France,country,6
423,3,0:54:43,1900-01-01 02:25:00,"Toronto, Canada",Toronto; Canada,city / area,4
424,3,0:54:47,1900-01-01 02:25:04,"Toronto, Canada",Toronto; Canada,city / area,4
425,3,0:55:18,1900-01-01 02:25:35,Canada,Canada,country,6
426,3,0:55:25,1900-01-01 02:25:42,Canada,Canada,country,6
427,3,0:56:11,1900-01-01 02:26:28,"Saint-Hubert, Canada",Saint-Hubert; Canada,city / area,4
428,3,0:56:15,1900-01-01 02:26:32,"McGill, Montreal, Canada",McGill; Montreal; Canada,very local,2
429,3,0:56:22,1900-01-01 02:26:39,"Bas-Saint-Laurent, Canada",Bas-Saint-Laurent; Canada,region,5
430,3,0:56:24,1900-01-01 02:26:41,"Saint-Mathieu-de-Rioux, Canada",Saint-Mathieu-de-Rioux; Canada,city / area,4
431,3,0:56:25,1900-01-01 02:26:42,"Rimouski, Canada",Rimouski; Canada,city / area,4
432,3,0:56:48,1900-01-01 02:27:05,"NYC, USA",New York City; USA,city / area,4
433,3,0:56:49,1900-01-01 02:27:06,"Baruch College, NYC, USA",Baruch college; 55 Lexington Ave; New York City; USA,very local,2
434,3,0:56:51,1900-01-01 02:27:08,"NYC, USA",New York City; USA,city / area,4
435,3,0:56:54,1900-01-01 02:27:11,USA,USA,country,6
436,3,0:57:01,1900-01-01 02:27:18,"Temple University, Philadelphia, USA",Temple University; Philadelphia; USA,very local,2
437,3,0:57:02,1900-01-01 02:27:19,"Philadelphia, USA",Philadelphia; USA,city / area,4
438,3,0:57:23,1900-01-01 02:27:40,Haiti,Haiti,country,6
439,3,0:57:27,1900-01-01 02:27:44,Haiti,Haiti,country,6
440,3,0:57:30,1900-01-01 02:27:47,Haiti,Haiti,country,6
441,3,0:57:32,1900-01-01 02:27:49,Haiti,Haiti,country,6
