agg_su_id,id,su_num,place,scale_order,time_start,time_end,time_length,num_minutes,mention_freq,mention_index,mention_places,mention_match_freq,mention_match_index,mention_match_places,mention_match_time_index,mention_first_match_time,mention_first_match_time_ratio,mention_coarser_match_freq,mention_coarser_match_index,mention_coarser_match_places,mention_finer_match_freq,mention_finer_match_index,mention_finer_match_places
159.0,159,151.0,_end,8,1900-01-01 02:36:26,1900-01-01 02:36:41,"['00', '00', '15']",0.25,0,,,0,,,,0,0.0,0,,,0,,
160.0,160,152.0,Haiti,6,1900-01-01 02:36:41,1900-01-01 02:38:49,"['00', '02', '08']",2.1333333333333333,3,;243;244;245,;Haiti;Haiti;Haiti,3,;243;244;245,;Haiti;Haiti;Haiti,;0 days 00:00:07;0 days 00:00:34;0 days 00:02:02,0 days 00:00:07,0.0546875,0,,,0,,
161.0,161,153.0,_end,8,1900-01-01 02:38:49,1900-01-01 02:38:59,"['00', '00', '10']",0.16666666666666666,0,,,0,,,,0,0.0,0,,,0,,
162.0,162;163,154.0;155.0,"Port-au-Prince, Haiti",4,1900-01-01 02:38:59,1900-01-01 02:41:51,"['00', '02', '52']",2.8666666666666667,4,;246;247;248;249,";France;Port-au-Prince, Haiti;Port-au-Prince, Haiti;Haiti",2,;247;248,";Port-au-Prince, Haiti;Port-au-Prince, Haiti",;0 days 00:01:49;0 days 00:01:52,0 days 00:01:49,0.6337209302325582,1,;249,;Haiti,0,,
164.0,164,156.0,_end,8,1900-01-01 02:41:51,1900-01-01 02:41:57,"['00', '00', '06']",0.1,0,,,0,,,,0,0.0,0,,,0,,
165.0,165,157.0,"Port-au-Prince, Haiti",4,1900-01-01 02:41:57,1900-01-01 02:42:35,"['00', '00', '38']",0.6333333333333333,1,;250,;Haiti,0,,,,0,0.0,1,;250,;Haiti,0,,
166.0,166;167;168,158.0;159.0;160.0,_end,8,1900-01-01 02:42:35,1900-01-01 02:43:20,"['00', '00', '45']",0.75,0,,,0,,,,0,0.0,0,,,0,,
169.0,169,161.0,"Port-au-Prince, Haiti",4,1900-01-01 02:43:20,1900-01-01 02:45:01,"['00', '01', '41']",1.6833333333333333,1,;251,;Cuba,0,,,,0,0.0,0,,,0,,
170.0,170,162.0,_end,8,1900-01-01 02:45:01,1900-01-01 02:45:10,"['00', '00', '09']",0.15,0,,,0,,,,0,0.0,0,,,0,,
171.0,171,163.0,"Port-au-Prince, Haiti",4,1900-01-01 02:45:10,1900-01-01 02:47:14,"['00', '02', '04']",2.066666666666667,1,;252,;Haiti,0,,,,0,0.0,1,;252,;Haiti,0,,
172.0,172,164.0,"Fort-Dimanche, Port-au-Prince, Haiti",2,1900-01-01 02:47:14,1900-01-01 02:47:59,"['00', '00', '45']",0.75,2,;253;254,";Fort-Dimanche, Port-au-Prince, Haiti;Fort-Dimanche, Port-au-Prince, Haiti",2,;253;254,";Fort-Dimanche, Port-au-Prince, Haiti;Fort-Dimanche, Port-au-Prince, Haiti",;0 days 00:00:06;0 days 00:00:07,0 days 00:00:06,0.13333333333333333,0,,,0,,
